[2026-08-04T07:47:32.446Z] GET http://localhost:3000/_next/static/chunks/01d5_%40swc_helpers_cjs_0-dwtys._.js → 200 (22ms, ?B)
[2026-08-04T07:47:32.447Z] GET http://localhost:3000/_next/static/chunks/src_perfume-comparer-web_1anvha4._.js → 200 (20ms, ?B)
[2026-08-04T07:47:32.447Z] GET http://localhost:3000/_next/static/chunks/turbopack-src_perfume-comparer-web_1w_cc43._.js → 200 (21ms, ?B)
[2026-08-04T07:47:32.447Z] GET http://localhost:3000/_next/static/chunks/src_perfume-comparer-web_src_0hxx-ed._.js → 200 (34ms, ?B)
[2026-08-04T07:47:32.447Z] GET http://localhost:3000/_next/static/chunks/01d5_next_18t8uho._.js → 200 (35ms, ?B)
[2026-08-04T07:47:32.447Z] GET http://localhost:3000/_next/static/chunks/src_perfume-comparer-web_src_app_layout_tsx_0zdms-1._.js → 200 (33ms, ?B)
[2026-08-04T07:47:32.447Z] GET http://localhost:3000/_next/static/chunks/src_perfume-comparer-web_src_1js13tr._.js → 200 (34ms, ?B)
[2026-08-04T07:47:32.447Z] GET http://localhost:3000/_next/static/chunks/src_perfume-comparer-web_src_app_marka_page_tsx_1zjgrze._.js → 200 (34ms, ?B)
[2026-08-04T07:47:32.447Z] GET http://localhost:3000/_next/static/chunks/01d5_next_dist_client_components_builtin_global-error_1zjgrze.js → 200 (35ms, ?B)
[2026-08-04T07:47:32.477Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_1mojsay._.js → 200 (6ms, ?B)
[2026-08-04T07:47:32.478Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_1hbh5nd._.js → 200 (5ms, ?B)
[2026-08-04T07:47:32.502Z] GET http://localhost:5026/api/brands → 200 (2ms, 22987B)
[2026-08-04T07:47:32.541Z] GET http://localhost:5026/media/brand_images/abercrombie_fitch.webp → 200 (1ms, -214B)
[2026-08-04T07:47:32.542Z] GET http://localhost:5026/media/brand_images/acqua_di_parma.webp → 200 (?ms, -214B)
[2026-08-04T07:47:32.542Z] GET http://localhost:5026/media/brand_images/adidas.webp → 200 (?ms, -214B)
[2026-08-04T07:47:32.542Z] GET http://localhost:5026/media/brand_images/afnan.webp → 200 (?ms, -215B)
[2026-08-04T07:47:32.542Z] GET http://localhost:5026/media/brand_images/ahmed_al_maghribi.webp → 200 (?ms, -214B)
[2026-08-04T07:47:32.543Z] GET http://localhost:5026/media/brand_images/ajmal.webp → 200 (?ms, -214B)
[2026-08-04T07:47:32.543Z] GET http://localhost:5026/media/brand_images/al_haramain_perfumes.webp → 200 (?ms, -215B)
[2026-08-04T07:47:32.543Z] GET http://localhost:5026/media/brand_images/alvarez_gomez.webp → 200 (?ms, -215B)
[2026-08-04T07:47:32.543Z] GET http://localhost:5026/media/brand_images/amouage.webp → 200 (?ms, -214B)
